,text,score,PredScore
2631,"Had to get a tea ball for the loose tea.  This is for a true tea afficianado who can appreciate the art of making tea.  Clearly, this tea being organic, the tin being so decorative, and the purchase putatively benefiting a specific tea growing region allows certain tea afficianados to have a mental appreciation for the background of the tea while drinking it.<br />I drink Earl Grey as a pick me up in the afternoon.  This one is comparable in taste to other Earl Greys on the market.",3.0,5.0
2632,"I love the convenience of ordering Grape Nuts from Amazon, but something has to be done with how they rotate their stock. I placed an order on 6/24/2011 and was very pleased that the expiration date of the cereal was 5/05/2012. Imagine my surprise when I placed a 2nd order on 12/21/2011 and the expiration date was 5/02/2012. How is it that 6 months later you are fulfilling with older cereal?",3.0,1.0
2633,"It's an ok alternative to milk if you're lactose intolerant (which I'm not), but honestly I prefer coconut milk to this.  It's just hard to drink and I usually like unusual drinks like this.  I highly suggest putting something sweet in it to kill the taste.  You've been warned.",3.0,3.0
2634,"Well I need to start off by saying the price offended me for a can that is a little bit bigger than the palm of your hand. Maybe as much as 4 inches in diameter and 2.5 Tall.<br />But the mix was excellent. lots of dried fruits, cashews and walnuts. No reall filler to this can as I expected with most ""mixed Nuts"" cans. All in all drop the price and I am happy to buy again.",3.0,4.0
2635,"At first try, I was tempted to give it a slightly higher rating, but I guess it depends on you sensivity to some of the ""flavoring"" used.  I actually had a fairly low expectation, so for me, this was a bit better than I expected.  I used it to make a tuna salad, so some of the flavors are better suited to that perhaps.  I am on a strict low carb diet so this seems to be good enough.",3.0,3.0
2636,"It tastes just like water.  I have no way of measuring the PH so I guess I have to trust what the bottle says.  I didn't see any difference while drinking it.  It is a bit pricey for just water.  Unless you have a specific need for a high PH in your drinks, then you can give it a try, otherwise, don't bother.",3.0,3.0
2637,I've been experimenting with flavored coffees and this looked like fun. I feel it has a little bit of an artificial aftertaste but it is tolerable. Don't think I will order it again.,3.0,3.0
2638,"I use splenda a lot,but these packets have a thick, hard to tear paper. They make the product seem more substantial, but  when you rip it open Splenda spills everywhere.",3.0,3.0
2639,"Just want to say, I love this form of gatorade.  It's very cost effective (if purchased locally) and tastes exactly like the premixed bottles of the same product. But I'm baffled as to why amazon is charging 300% of the normal price for this product?",3.0,2.0
2640,"Kellogg's Special K with Red Berries is quite tasty.  It has large pieces of dried strawberries and the flakes are nicely sweet.<br /><br />But it was this sweetness that rather stuck me.  When I checked the ingredient list, the second item was SUGAR!  It also contains high fructose corn syrup.  40% of the 25 grams of carbs per cup of this cereal is in the form of sugars.<br /><br />It's a great tasting cereal, but don't think it's a ""diet"" cereal.",3.0,3.0
2641,"I buy these in the store and they are usually delicious. I was looking for an economic alternative to purchasing this product. This would be a good deal if the bags did not expire next month and in the two bags that have been opened so far, the chips are over cooked. They are still okay, but not as good as I have had in the past. So overal I am disappointed with this purchase.",3.0,3.0
2642,"On the middle or 'mug' setting of the Keurig B-70, Donut House didn't hold a candle to Emeril's Big Easy Bold k-cup.  Emeril's is superior - truly robust, full and velvety without any hint of a burned, smokey or earthy taste whatsoever, but has a terrific depth and complexity.  Donut House falls short of being an 'extra bold' coffee and is more a medium bodied blend.",3.0,4.0
2643,"The description of the product did not indicate that the coffee was in ""Whole Bean"". I assumed it was ground. I do not have a grinder, and am not interested in buying one. At this time it was a waste of $30.",3.0,1.0
2644,"I recently purchased this water expecting to get a nice refreshing drink with a hint of Blackberry flavor. Well, in the end there isn't much flavor, and it's basically water. And of course water is very refreshing, but I was expecting a little more than just the occasional linger of flavor which in all honesty didn't taste much like blackberry.",3.0,4.0
2645,I love marmalade and constantly am searching to find an exceptional product.  This was not it.  The bitterness was there but the product was just too dense as if it had too much pectin.  I blended it with a domestic marmalade and together they were satisfactory.  The search continues.,3.0,2.0
2646,"This coffee smelled great, but the taste was less impressive.  It wasn't that the coffee was too bitter or strong, it was that the taste was sort of blah.  There was nothing remarkable about the flavor, it really was quite boring, if one can call a coffee boring.  This coffee would do the job in the morning if I didn't have any better stuff to drink, but I wouldn't go out of my way to buy it.  It's just not very flavorful.  If it tasted like it smelled it would have been so much better.",3.0,2.0
2647,Does anyone know the difference between the Raw Cacao Powder that you can buy 2 pouches for $27.00 vs this one for $18.00?  The only packaging difference I've noticed is the bag of the more expensive one is darker.  Perhaps dark chocolate cacao? Both say RAW and organic.  Just wondering.,3.0,3.0
2648,"Expected some brand variety and paid more than we usually do to get it, arrived with 90% Green Mountain (the brand we wanted a break from), 10% Gloria Jean, lots of repeat flavors. Not impressed compared to what we expected based on site info.",3.0,2.0
2649,"'On July 26, 2012 I ordered Lowrey's Hot and Spicy Pork Rinds. I received the Orginal Pork Rinds. I am not happy with this product. I will keep them as they will be to expensive to send them back. I feel you should have checked my previous orders I had ordered, or at least contacted me about my order. Thank you, Colleen Avey",3.0,1.0
2650,"The Banana Split Taffy candy was delicious and full of that old time banana flavor. It was very sticky though. It hand started to melt. I had to put it in the refrigerator to get cold, before I could get it out of the paper without being a gooey mess. I guess you shouldn't order taffy though the mail when it is hot outside.",3.0,3.0
2651,I used to love this grape drink powder but not only the packaging has changed but the flavor is different as well and it does not taste as good as it previously did.  I will not be re-ordering this flavor again.,3.0,3.0
2652,"If giving your kids, or yourself, carbonated juice gets them (or you) to drink more juice and less soda, that's good.  But the taste of this is similar to the juice in juice boxes.  It's a blend of juices with a fruit punch type of flavor.  It's also quite pricey.  Interesting once, but I won't be buying more.",3.0,3.0
2653,"The delivery was quick and easy, however the product itself is not the best.<br />The stock is blend and not really tasty.<br />Unless you boil it down and season it, it's not really good stock.",3.0,3.0
2654,"I love fresh refrigerated Tropicana Pure Premium. This bottled taste is not so great. It is hard to ingest!  I am not sure how they can make this taste better, but I don't recommend this.",3.0,2.0
2655,"...but I guess a little more like a tortilla chip.  I found these tasty and satisying, not quite as salty as the grocery store type tortilla and corn chips (a plus for me).  I didn't taste anything that hinted of olives, though.  Devotees of all-natural foods might be attracted by the lack of GMO ingredients, artificial colors/flavors, preservatives, etc. - that's not a selling point for me, though.  At my age I need all the preservatives I can get!",3.0,3.0
2656,"I bought this product for the Jasmine aspect.  I was disappointed and I really don't drink it.  I ended up finding a nice Gunpowder Jasmine at a local shop and am drinking that instead.  I occasionally add some of this to a tea blend, but it really doesn't smell or taste of jasmine like I would have preferred.<br /><br />The tin is nice.  Charming...<br /><br />I wouldn't buy it again.  I wouldn't recommend it.",3.0,2.0
2657,"I  recently tried Senseo's hazelnut, irish creme and french vanilla coffees. Overall the taste was pretty good -- rather mild. I didn't find any of the flavors that distinctive, however.  Yet I still maintain that for a quick, easy cup of decent coffee, Senseo is a good way to go.  And I'm the type that would rather drink flavored coffee than regular, so all else being the same, I recommend giving the flavor pods a try.",3.0,4.0
2658,"I buy these treats because of their tiny size. Wish they were leaner, with higher protein with less carbs, but their size makes my boy think he's getting more because I can give him two instead of one.",3.0,3.0
2659,I have a friend that makes homemade wine and wanted to start trying the kits so I purchased this for him. The kit has everything you need except bottles and instructions are well written. Once completed I got a bottle to try and loved it! I am not much of a Merlot fan but this had a nice flavor!,3.0,4.0
2660,This cat food ingredient list had high quality products. The only problem I have with it is that kibbles fall apart very easy. Just pouring it into their bowls made it disintegrate into dust. I kid you not. I'm thinking of moving over to Blue Buffalo.,3.0,4.0
2661,"The individual packages contain a 0.7 oz. block of ice cream, making it $3.14 per oz.  The stuff is fun and tasty, but definitely a once-only treat!",3.0,5.0
2662,"The squares are good, not a lot of sediment ounce melted since I read that's the problem sometimes, I just didn't like the flavor but I guess the product is ok.",3.0,3.0
2663,"This product tastes good, but like the other person posted.....this is WAY OVERPRICED!  >$8/box???!!!!  I love the taste; the sugar content is not too terrible; and the calories aren't too bad, for me anyway, but the thins ARE very crumbly; I eat them over a plate.  This is NOT a snack-in-the-car treat, unless of course you don't mind getting crumbs and possibly chocolate all over yourself and your vehicle.",3.0,2.0
2664,"Pros:<br />-Made with whole grains (10 g per serving)<br />-4 g fiber per serving<br />-Pleasant oatmeal taste<br />-Almond bits provide nice crunch<br />-Relatively low in sugar for a cookie<br />-Individually wrapped cookies:  keeps each cookie fresh after box is opened and makes for easy transport in lunchboxes, handbags, wherever<br /><br />Cons:<br />-Powdery and dry texture<br />-Not much chocolate or almond flavor<br />-Pricier than most other cookies",3.0,4.0
2665,"I used to really love sunflowers until I purchased this box of BBQ sunflower seeds.  Sadly, I found an entire dead worm in my mouth from the first bag of seeds.  I have not eaten a seed since.  I gave the rest of the box to a friend that was willing to look past the worm.",3.0,1.0
2666,"These are a lot like Spaghettio's with the meat pieces. Their taste is similar.  The rings do look like rings, where other products they sell dont [ABC's, Dinosaurs ect.] Sauce is soupy, so keep a SPOON HANDY!<br />In the small container or the larger can with pop top are easy for kids to open.",3.0,3.0
2667,"These are a quick and delicious breakfast option.  However, Target is selling these for $1 per container in their stores.",3.0,4.0
2668,"These are supposed to be cookie bites, huh? Well, in my opinion, these ""cookie bites"" taste a lot like cereal.After the first packet, I even decided they were better in milk.These ""cookie bites"" have a crisp,shredded wheat-like texture that is cinnamon flavored. The inside has a very slight change in flavor and consistency. I was hoping for a delicious, goey almond texture and flavor but that had to be left to my imagination.In summary, I wouldn't buy them again for the price.",3.0,2.0
2669,"This company sent the product right on time. The cookies were ok but melted together and messy in the paper cup separators. I ordered the exact same tin of<br />cookies from another company, which arrived right on schedule. They too arrived in the same condition - melted together and messy!",3.0,1.0
2670,"This vanilla is great.  I could notice a difference for sure!  My pancakes taste so much better since switching!  The only reason this isn't getting a better rating is because every time you pour out some vanilla, it drips down the side of the bottle.  You lose quite a bit of vanilla this way.",3.0,4.0
2671,"I suppose it depends on what your tastes are, but these were not my faveorite. The milk chocolate was very smooth which was a plus. I don't care much for dark chocolate. maybe these weren't the best selection. They were good, but I would rather buy Lindt.",3.0,3.0
2672,"Popped and tasted fine.  The corn is smaller that traditional yellow, so they tend to fly out of an air popper quite a bit.  The shipping and handling is what makes this a less than desirable deal.  Not worth $10 for 2 pounds of this popcorn.",3.0,3.0
2673,"When I made my first cup I added cream and sugar as I was not sure what to expect.  It was like drinking sugar!  I then began drinking it k-cup only.  Still sweet.  I have been finishing my order, but will not order again.",3.0,2.0
2674,"These bars are cereal with dark chocolate and contain 110 calories with 4 gram of fiber and 4 grams of protein.  They aren't especially tasty, but would be good to have on hand for a quick low calorie snack.  They do contain peanut ingredients and may contain tree nuts which may effect people with allergies.",3.0,4.0
2675,"As mentioned in the above title, its a tasty chip, though WAY TO XPENSIVE. Due to the cost, this is an occasional purchase.<br />For myself an even TASTIER chip would be the POPCHIPS. They taste more like a chip unlike the above, there is starchy after taste.<br />I am not negating that these are tasty in their own right, it's just my personal & automatic choice would be the popchips brand.",3.0,4.0
2676,"Five stars if I was going on taste alone. My girl loves it. It's kitty crack.<br /><br />But at the price per ounce, I could be feeding her high-quality sushi! For that, I'm deducting a couple starts.<br /><br />Glad I got to review this and give her a nice treat. But Petite Cuisine is too expensive to make it into her regular rotation.",3.0,4.0
2677,"I really couldn't identify the flavor, and this stuff is pretty weak.  Not outright BAD like Maxwell House, but not memorable, either.",3.0,2.0
2678,"This coffee wasn't bad, it just wasn't as good as I had hoped it would be.  Just didn't have the flavor or aroma I was expecting.  I use a french press, my preferred method of brewing and that usually brings out the best a coffee has to offer.",3.0,3.0
2679,Order was shipped in two lots.<br />First partial shipment poorly protected with not enough bubble packing.<br />Approximately 25% of the product was broken into pieces,3.0,2.0
2680,"I buy the flavored coffees, not just for the taste, but for the aroma that it leaves through out the house.I can bearley smell it. I won't be buying it again. My Son likes it better than I do, it's just O.K. for me.",3.0,3.0
2681,"I have food allergies and was glad to find out that this sugar does not contain corn. However, is was caked up into big chunks that i can not completely break down - and i got it for making chocolate bars.. Trying to blend it in with a stick blender resulted in  a lot of the chocolate mass stuck on the blender. Ok product, but not hastle-free...",3.0,3.0
2682,"This coffee is one of my favorites but I was very unsatisfied when I received my box of k-cups and there were SEVERAL damaged k-cups in there.  Besides the dented box and spilled coffee grinds everywhere in my kitchen, it was okay!",3.0,2.0
2683,"Good, but not great.  It seems to lack something.  Traditional salsa seems to have more life to it.  Not what you might expect from the Pepper Plant company.",3.0,3.0
2684,if your looking for a natural sweetner get kal stevia or now stevia.the sweetness in stevia is much better and only a small amount is needed.,3.0,2.0
2685,"I like the pretzels, but there is hardly any salt on the pretzels. I've eaten several boxes with the same result. The salt is 90% in the bottom of the bag. I would rate the product a 5 if the salt was on the pretzels. I don't know if is a quality control problem or if some one is shaking the box a LOT. I hope they can fix the problem. I won't buy them again. Other products are better for the salt. The baked pretzels have a special quality to them, but they need the salt for me. Good Luck!",3.0,2.0
2686,"I love popcorns, but I find this to be a little TOO cheesy!Nonetheless, YUMMY!",3.0,4.0
2687,had those little fish eggies on my daily hot dog (franks) with some extra hot ketchup and sauerkraut. also goes well with german bratwurst.,3.0,5.0
2688,"I usually drink spring water. This one taste like a tap water and I could only drink it when very chilled. The warmer it got the worse it tasted. It is basically tap water purified with added minerals.<br />Due to high ph number it taste very smooth, heavy and thick. It didin't feel refreshing to me at all. It's not the worse I've tried, it beats for instance Las Vegas tap water;)<br /><br />It will be good for someone who prefers this type of water. I don't so this is why only 2 stars.",3.0,1.0
2689,"Same sunchips, four flavours, just individual packaging... still looking for a better deal... too bad amazon did not carry these when I ordered them, as it would have at least saved me a few more dollars.",3.0,3.0
2690,"I have been trying new foods for our 3 cats. I have been researching the healthiest ingredients, most digestable, etc.. I did buy this cat food at my local health food store, and the cats ate it, but it gave them lots of diarhea, and smelly farts.... I have changed foods to Life's Abundance Cat Food by Trilogy. I am noticing improved energy in them, and they seem to eat more now. Like any change with your pet, it takes time...hope my review helped.",3.0,3.0
2691,"I'd stick with the real thing if you possibly can.  This has a little bit of a bitter taste after you use it.<br /><br />Real soy sauce is much better, but if you have to go gluten free and love sushi this is a good second option.",3.0,4.0
2692,"I had my first shipping error in many, many Amazon orders.  I explained my time problem and they fixed it with a next day delivery, Kudos there.  These blueberries are pretty sweet, very much like a raisin with a blueberry aftertaste. Like some raisins, you also have noticeable seeds. I think they are a bit pricey for the pleasure.  I have yet to cook with them.  If you are debating between the Traverse Bay blueberries and the cherries, I would recommend you go with the cherries.",3.0,4.0
2693,"actually i ordered this as a gift and received the wrong strength, didn't know for about 6 months whem she told me.",3.0,1.0
2694,The candy itself is wonderful but the condition was less perfect. I purchased these for a Christmas party but they were so badly broken and chipped that I hated to put them out. I am hoping that maybe it was just the time of year that they were shipped but as they are a Christmas candy I am afraid to order again.,3.0,2.0
2695,"I have been feeding this to my 10 month old son who is still working on his chewing and still has no teeth. At first he was unsure about this, but once I started warming it he seems to enjoy it. I like that there are small spaghetti chunks in this mix to help him get used to solids.",3.0,4.0
2696,"I had truffle oil in a califlower soup, and also once in an omelet, both at restaurants,  -- and it tasted AMAZING -- so I was wanting to try it out in my own food.  I decided on the black truffle oil even though reviewers say it's ""stronger"" than the white.  So it's okay, I like it well enough.  I don't think I would buy this again though. Didn't hit me like the kind I had, so I'm still looking... I'm interested in trying other brands and also the white truffle for my ""Truffle Research"". :)",3.0,3.0
2697,"If salty is a taste you like, you will love these snacks.  The flavor is good, but just a bit more salt than I would prefer.",3.0,3.0
2698,"I love this product but many of the patties arrived squished and leaky.  Maybe they were place too close to some heat source.  I have ordered the patties before without any problem, however.",3.0,3.0
2699,2 of the 3 boxes had less than 12 Kcups! 1 box only had 7!! how does this happen??!?!?!?! Coffee tastes Good.,3.0,2.0
2700,"I handed these over to my husband who is the Mini-Wheats lover in our family. My daughter likes them also. Personally, I think they taste like a bunch of sticks exploded in your mouth. Though these smelled delicious when opened, my husband was decidedly unimpressed with the flavor. There wasn't much of a cinnamon taste. The smaller size  of these is ideal for children, but apparently annoying to adult likers of the regular Mini-Wheats. My husband kept complaining about the diminished bites.",3.0,3.0
2701,"These pretzels are OK for the gluten free diet but not a good substitute for ""real"" pretzels.",3.0,3.0
2702,"this is good for constapation when you use half with other fruit and baby cereal,my only problem is that this product is a lot cheeper if you purchase from safeway,this is a safeway brand and is usually on sale for 65 cents a jar.here its usually one dollare a jar.",3.0,4.0
2703,"The jerky itself is very good quality. The only problem is how much pepper they load onto these pieces. It's so much that it burns my mouth and I can't even taste the jerky, all I can taste is strong pepper. Then it gets into the back of my throat and burns sometimes, or might get stuck in my teeth, all making for a very unpleasant experience!",3.0,3.0
2704,"Got a great deal on this so I ordered a ton.  Love the taste and the quick freshening of breath, but disappointed that the flavor is gone so quickly.  I have also noticed that after chewing two pieces a day for a couple of weeks my tooth enamel feels weakened...more sensitivity than normal.  I'm giving 3 stars because of value and the great initial taste, but probably wouldn't be ordering this again at any price.",3.0,3.0
2705,"I like the taste, and it works just fine.  However, It was opened when it got to me, and one of the bottles was opened and empty.  Gross.  I'd like to be compensated, Red Rain, if you see this.",3.0,3.0
2706,"I ordered a bunch of these, and was enjoying a bag now and then.  I opened a bag tonight and the snacks taste STALE!  The bag is stamped with a freshness date of May 15, 2012.  That's still almost 2 months away from today's date.  They just don't taste good anymore.  Would not purchase again.",3.0,2.0
2707,I sent this as a gift to someone who eats a lot of natural peanut butter. The feedback I got was that this product does work but so does a spoon.,3.0,3.0
2708,"This carbonated juice drink tastes pretty artificial, although they claim that it's made mostly of juice. This is really more like a Black Cherry soda. It's got a pleasant taste just nothing that will blow you away. It's a bit expensive for such a small can and not a fresh enough idea to really get anyone to Switch from their current drinking habits.",3.0,2.0
2709,The flavor of this 'Original' Malted Milk is rather bland. I prefer the chocolate variety.,3.0,3.0
2710,"I have been a Good Start fan since last year.  Comparatively, I liked their product and my little also agreed with it.  However, I AM NOT HAPPY about Gerber changing the size from a 25 ounce tub to a 23 ounce tub.  Moreover, they have now raised the price too!  Shame on Gerber for this!",3.0,2.0
2711,"Great product, love the nuts, but the package does not contain 40 ounces of nuts.  It clearly states on the label that it contains two pounds and .5 ounces.  A pound is 16 ounces (or at least it used to be when I was in elementary school) which makes the total contents of the package 2 x 16 + .5 = 32.5 ounces.",3.0,2.0
2712,"This tea was tasty, but not great. I've had better loose leaf (although not pearls), but I've lost that supplier. Guess I'll just keep looking for a more floral, smooth tea.",3.0,3.0
2713,I Received this product as part of the Amazon Vine Program.<br /><br />This has a good taste not too sweet and not strong.<br /><br />This is not comparable to a coffee shop Cappucino. It would not replace it.<br /><br />It is more on the go and no-time-to-stop type of deal.,3.0,3.0
2714,"Coffe was delivered very fresh.  That's good.<br /><br />The taste? Meh: Not too bad, not too good.<br /><br />You can do a lot better for the price.",3.0,4.0
2715,How can you sell this for $6.99 when I just bought it at Wegman's for $3.99. That seems to be a little overpriced don't you think. It pasy to shop around.,3.0,1.0
2716,"I got these (not a 2-pack) but 1 for $8.94 locally. So even with the Prime Membership it's still overpriced. Two of these would have been $17.88 which makes it a $4.12 difference. Unless you're spending more than that for gas to drive to the local japanese market, I recommend this rice. It cooks well and retains the nice balance of texture moist-wise. Lungberg sucks and even with added water to my rice cooker still comes out badly.",3.0,3.0
2717,The pasta will certainly meet all of its nutritional and taste specs since i have had it once or twice in the past. Because i have not been able to find this particular dreamfield product at either the local publix or sweetbay supermarkets i ordered it online. the shipment arrived with many of the pasta strips broken. i imagine this was probably due to jostling in shipping and i really don't know how the problem could be remedied. bubble wrap each strip perhaps!!!,3.0,3.0
2718,"I got this toy for my Border Collies and they had one really good play session with it before they tore it up.  The bottle itself survived, but the rest of it was ruined, so you couldn't use it as a treat dispenser which was the point.  I was hoping it would keep them busy/entertained. I think it would be okay for dogs that aren't as aggressive though.  My dogs can tear up pretty much anything though! lol",3.0,3.0
2719,I love the size and convience of these and the fact that it doesn't require refridgeration but the taste is not too great.  The cartons you get in the refridgerated section taste much better.  These little cartons are kind of flat and leave an aftertaste.  It's tolerable but I know it can be better tasting then this so I wouldn't buy these again.,3.0,3.0
2720,"These tartlet cookies are cute. However, they're really hard, so I can't really break them into smaller pieces for our Pekingese. I generally just scrape some of the icing off for him and give the ""crust"" part to our Chow. Then he picks up her crumbs if he finishes the icing first.",3.0,4.0
2721,"The soup is not too great and tastes blend.  I improved it to acceptable taste by adding a veggie mix, a teaspoon of ""Organic"" vegetable soup powder... then it was not so bad.  But than, if one goes that far in improving the soup... why bother with the canned soup and not just make it from scratch.",3.0,3.0
2722,"Description says ""Pack of eight, 8-count per pack (total of 64 ounces)""<br />but each box is 5.64 oz (x8) so you are only getting ~45 oz.",3.0,2.0
2723,Taste is great -- but by the time I got the package open it was largely in crumbs.  The packaging is too tough -- unless you have a scissors or knife handy.  Can you put an opening slit into the package?,3.0,2.0
2724,"It does give popcorn and even mashed potatoes a cheesy taste, it cannot compare with some of Wabash's other toppings. Nice for a change sometimes though.",3.0,4.0
2725,"The coffee has a decent hazelnut flavor but is very weak.  Its not too bad if you brew it using the small or medium size, but very watered down as a large size.  We switched to a new brand called San Francisco Bay French Roast Decaf.",3.0,3.0
2726,I was a little disappointed with this product. When I use it it imparts a flavor to the food that I don't like. It's slight but noticeable. Since the flavor of food is very important to me I stopped using it. Others might not notice this difference.,3.0,3.0
2727,"like texture, some are more sour than sweet, need some strength to chew. I like them so far, do need toothpick handy.",3.0,3.0
2728,Why would I waste money on this when I can spend a Sunday hunting with my Beagle and get the same thing for much less money?,3.0,1.0
2729,"These are really pretty.  The candy itself is small, approximately 2 inches wide, and the stick is very long.  They look very nice arranged in a vase at a party.<br /><br />That said, they really don't taste very good.  Out of 40 adults and their children, no one cared for the flavor. I don't know of one person that managed to eat the whole candy, even though it was small.",3.0,2.0
2730,The first one you eat tastes pretty good. But I got tired of them pretty quickly. Too gooey and sugary. And probably very bad for teeth. I prefer Lara Bars.,3.0,3.0
2731,"I thought it was included in prime and spent over $12.00 including shipping... silly me! This won't happen again, although I really love the tea. Great flavor and doesn't get too strong even after a long brewing period.",3.0,2.0
2732,LOVE Banana Taffy but found them to stick to the wrapper so I wasn't getting much to eat. I provbabley would not buy these taffy's again!,3.0,2.0
2733,"My first impression of Wheatena was that it tasted like coffee grounds. But then I realized that if they were more filling I would in fact enjoy eating coffee grounds. Wheatena is clearly an acquired taste. Furthermore, the claims of this product being healthy are somewhat neutralized by California's claims that roasted grains cause cancer. Wheatena is a nice change from oatmeal, but it is not as wonderful as the reviews of Wheatena devotees would have you believe.",3.0,3.0
2734,"The coffee in the box varied from a great, dark and complex brew to a really funny smelling, weird flavor.",3.0,4.0
2735,Not the tastiest popcorn. Not very salty and not buttery at all. But it does pop up nicely and you get a lot of popcorn for 100 calories.,3.0,2.0
2736,"I expected this bar to taste more chocolaty and not so bitter, although I sometimes indulge in high percentage dark chocolate. This bar is dense, like a brownie but is definately for the healthy, vegan chocolate lovers.",3.0,3.0
2737,"These are a great treat. But they are expensive and they only last about 2 minutes at most with my dog, a 100 pound Anatolian.",3.0,5.0
2738,I found out after receiving the product it is made with soy flour. This is not listed in the ingredients at Amazon's website.  Unfortunately I will never order it again as I can't eat much soy without having gastric issues. So on the basis of poor labeling I'm giving this 3 stars.,3.0,1.0
2739,"Tinothy's coffee tastes great,,,but beware of the k-cups malfuncting, got cases of 50 and 1 out of 4 does not work....the filter comes loose inside the cup and won't let the coffes drain into the mug...mess.. gotta clean brewer of grounds etc. BEWARE",3.0,1.0
2740,"Hi,<br /><br />Tastes O.K. and is a decent instant.  I use a large mug and add a triple leaf bag if I want a little more bite to it.<br />Several products are advertised as ""tea bags"" but these are not.  They are powdered instant and should be labelled as<br />such.  I only know Triple Leaf and BIJA to be teabags.  There may be more but these are the only two I've had experience<br />with.",3.0,3.0
2741,"These were just okay in our opinion.  They tasted okay but not seasoned enough for our tastes.<br /><br /><a href=""http://www.amazon.com/gp/product/B0016KQI9K"">Omaha Steaks 6 (8 oz.) Chicken in Pastry</a>",3.0,3.0
2742,"I had been meaning to order this stuff for quite some time from amazon...  But just the other day I saw some at the Giant Foods near Ryan's house and we picked up a bottle.  Boy am I glad I waited on ordering this stuff, it is not all that great.  It tastes more like salt than cheddar.  There is no white cheddar taste or aroma to it whatsoever... I was severely under whelmed.",3.0,2.0
2743,The candy itself was just okay.  The wrappers were terrible.  Very difficult to unwrap.  For that reason alone I would not buy them again.,3.0,3.0
2744,"This is one of those products that is at best ""finishing"" a dish. Maybe dry roast some seeds in a skillet (no butter or oil). Once the salad is finished, for instance, sprinkle the seeds over them. I find it a nice complement to a stir fry, sprinking some of these on top while plating the dish.",3.0,4.0
2745,"This Cappuccino for me was just OK. It was just not very robust on coffee flavor or cocoa and too sweet for me however, only 100 calories is a nice plus. I'll stick with Starbuck's for a very occasional, high calorie, indulgent cappuccino treat. I did like the illy caffe' though, it is nice and robust and not too sweet.",3.0,3.0
2746,"what lychee taste, aside from the picture on the box carton and the label that says lychee, it surely isn't inside the drink itself.  the coconut juice isn't bad, but why even add the lychee label?  this is less expensive than the naked pure coconut, so I guess it is some filler of some sort.",3.0,3.0
2747,"I do not know why some of these companies have to mess with a good thing.  I used to enjoy this cereal all the time and I loved how it didn't give in to the sugary sweetness of the other cereals.  Now they tried to make it better but they failed they made it worse.  It is too sweet for breakfast, the only way to cut it is to add bran cereal, I do that with frosted flakes to cut the sugar.  Also the flakes seem to be a bit more ""woody"" than I remember.  I like the old one better.",3.0,4.0
2748,"I was shocked how quickly this product came. I saw these on Dr. Oz and wanted to give them a try for a chocolate snack to cure my cravings for sweets. They are quite bitter though. I know dark chocolate with cacao can be more bitter than milk chocolate but I wasn't expecting it to be so hard to take. The seller's service was great, but I don't know that I will order these again due to the taste.",3.0,2.0
2749,"I love caramel popcorn, and I assumed these were a ""diet"" version, but they're not.  What it is is a portion control item made from full caloried ingredients.  Brown sugar is the first ingredient, for example.  They're actually quite good, although the chocolate has little flavor.  The buttery caramel part is tasty.  I liked them as a portion control item, but they won't work for most ""diet"" regimes due to the amount of sugar.  I might buy them to toss in lunches.",3.0,4.0
2750,Not worth the price paid.  OK but you can make your own with less trouble and it will taste better,3.0,3.0
2751,"I've purchased these in a health store before and never had the side effects I have had with these.<br />They are very tasty, however the side effects- let's just say intestinal, make it very uncomfortable.",3.0,4.0
2752,"Love these tomatoes, but they have switched to a smaller can size for the subscribe-and-save shipment and the price premium over buying in the grocery store is too much!",3.0,4.0
2753,I've tried several brands of maple sugar in the past.  Coombs had a good flavor but I did not care for the consistency of it.  It seemed air puffed and not real granulated maple sugar like I've tried in the past.  I do not think I would purchase it in the future if the true granualted maple sugar is available.,3.0,3.0
2754,"Given the rather exceptional rating to this product, I had expected them to be all pure red saffron stigmas. However, on closer examination of the product, the style/stigma of the saffron plant (yellow in color) seems to have been included. Basically, the yellow stigma has NO CULINARY VALUE, that means NO AROMA, FLAVOR or COLOR. The yellow stigma left attached to the red saffron adds upto 50% DEAD weight to the saffron, and you pay for it.<br /><br />Conclusion: Look elsewhere!",3.0,1.0
2755,"For Folgers and this being a K-cup, it's not that bad for instant brew. But if you are looking for a bold cup of Vanilla coffee, this ain't it. It's mild in the coffee area and the flavor is like a mix of vanilla and butter toffee. While the taste is off a bit in the Vanilla area, it at least does not have that chemical taste of other vanilla k-cups I've tried.",3.0,2.0
2756,"The 8 oz nabisco original saltine cracker is much tastier, crisper and saltier.  The salt on these crackers is more coarse than that which is on the 16 oz box.<br /><br />The larger box has a much finer salt coating and the coating is not thorough.  They<br />are quite dull in comparison to the much smaller box, even though the price of larger box is better.",3.0,2.0
2757,"I really wanted to like this, I really tried to like this. It wasnt HORRIBLE, you know what it tastes like to me? Raw Peanuts if you have ever had those. I found it very hard to get * smooth* too. It was grainy no matter what I did. It's not the worst thing in the world, but you really have to WANT raw protein bad to enjoy it.<br />I would suggest for anyone who wants to give it a whirl, buy the smallest amount you can and try it out before doing what I did and buying the 2 pack!",3.0,1.0
2758,"Is this the same company that makes STAY AWAKE GUM? I have a had a great experience with that product. Chew the gum, I feel energized and not bloated from drinking a large can of liquid.",3.0,1.0
