,productId,score,text
126775,B0049T0DXC,1.0,"I have given my cats Goodlife twice--the first time on purpose, the second on accident. All Goodlife products give my cats severe diarrhea. I only gave them a few pieces of this cat treat before I remembered that this brand was bad. It was not a pretty picture. I believe the problem might be all of the vegetables they have put in this. It looks great to people (vegies are supposed to be good, right?), but cats are obligate carnivores, and all this grain and vegies isn't good for them. Don't buy this unless you enjoy cleaning crap off of your floors."
255020,B001BLXTRI,2.0,Product arrived on time and was well packed.  The first problem was that one jar was not closed tight and  the half the honey leaked out into the packing.  The second thing we found was the honey was very thin and could be poured like water.  The flavor was good but you had to be very careful putting it on bread as it would soak through the bread very fast. I would not recommend this product.
17991,B008ZRKZSM,5.0,"I've been using the PB2 in my protein shakes and I've been quite pleased. When mixed in, the flavor profile is different than traditional PB such as Skippy or JIF, but still tastes like a quality, full flavored peanut butter. The flavor is potent, and one half serving is usually sufficient to flavor a smoothie made with 1.5cups milk/banana/whey. It mixes well and produces a consistency similar to that of regular peanut butter. At 45calories I've found it an excellent replacement."
149350,B001QKGLOM,3.0,"We heard this was the best stuff out there, Ordered and weren't all that excited. If you like a softer product this will be good, We ordered the teriyaki, good flavor odd texture. We are jerky fans, b ut won't order more of this, Our local guy gets our business."
165190,B0027YVV00,3.0,"I've started buying Go Raw products. I'm not vegan but I don't eat most commercially processed foods because they're no longer natural. However Go Raw produces what I consider properly processed foods and for that I'm very grateful. I'm not fond of the two types of chips I've bought but I love, and will continue buying, their seeds. I use the Go Raw products for traveling since I won't eat in restaurants or eat what most grocery stores carry."
78979,B001E5E34E,4.0,"We really enjoy the Twinings k-cups.  I'm a casual tea drinker and I think it's a really good cup of tea, and there's no wait for water to boil and for the tea to steep.  My wife is pretty particular about her tea and she quite likes it as well, but feels that there's no beating making tea the old fashion way.  So, not quite as good loose tea or bagged tea, but certainly a lot more convenient and a lot quicker."
17194,B006JG8ALK,5.0,"Very reasonable price for an outstanding product. Checked<br />many other retailers locally and online. I can honestly say without a doubt, that I received the best value for the 20 pack coconut bars!"
17997,B008ZRKZSM,5.0,I love this peanut butter. It has 25% of the calories of regular peanut butter and tastes great with a good texture. Don't make it up ahead unless you put it in the fridge.  It will spoil but lasts days if refrigerated. I buy it from netrition for less than 6 dollars a jar with a six dollar shipping fee for my order.  Also very fast shipping.<br />With most things amazon is a better deal but not in the case of some of these less common food items.
17100,B003TDM8M8,5.0,"Boston Tea provides some of the best tasting tea I have found.  I have several flavors on hand (Berry Medley, Strawberry Fields, etc) for the office tea drinkers.  I started out being the only one drinking it and now I have been making 3-4 12 cup pots a day.  So far the Peach Passion is the favorite and the kitchen smells of peaches when I make this one.  It is so good I'm signing up for auto delivery.<br /><br />If you like peaches and tea, this is the blend for you.<br /><br />As a side note I add about a 1 tablespoon of quality black tea to the 8 tablespoons of Peach Passion.  Also, I can brew this twice and still get full flavor (24 cups total)."
127676,B001BOVE54,1.0,"I have 3 indoor cats and I also feed a stray. None of the 4 cats will touch the food. The food smells like multi-vitamins. It has to taste awful... For such expensive food, I expected better quality. My cats will eat cheap cat food no problem, but I feel like a bad mommy feeding them a junk food diet. Others have mentioned that EVO works for them, I guess I will try that. I have also tried ACANA and ORIJEN with no success. I like what those companies are doing. it is unfortunate my cats won't eat the food."
252842,B000BY50BY,2.0,"I'm certainly no expert on the anatomy of cows. Nor are my dogs. But everyone noticed when suddenly our long-time favorites, Cadet's Beef Tendons, definitely changed. For the worse. We don't buy them anymore - whatever they are now.<br /><br />For over a year, I would order a new 1 pound bag about every six weeks. We have a Papillion-mix and two purebred Dachshunds, who are insanely hardworking chewers. Obsessive, possessive, and picky, too. Well, with those three and the frequent visits of the extended family's dogs, those tendons were hugely popular and went fast.<br /><br />Like I said, I'm no expert, but I can describe what we used to get: long, thick, chewy but tough, slightly moist, meaty, rope-like things, with occasional shapes that definitely resembled my limited understanding of tendons. I even have some experience with beef shin tendons, having also frequently purchased Butcher's Block ""Grand Royale"" beef shins for my girls. Those came complete with the tendons, which I carefully remove with a knife to create two treats out of one.<br /><br />So a few months ago, the much-anticipated regular delivery of ""tendons"" arrived, we were stumped to find flat, dry slabs with sharp edges that look like old jerky. They look NOTHING like the old beef tendons. And my dogs completely ignored them. I though it was a fluke. After two more orders of the same things, I gave up.<br /><br />I can't say what part of the cow the ""new"" ""beef tendons"" are, but I can say that my dogs can't stand whatever they are now, and we no longer purchase anything from Cadet.<br /><br />I'm awfully disappointed - those original tendons would keep my frauleins happy and distracted from picking fights with the mademoiselle for hours. So far, we've found nothing nearly as good.<br /><br />TL;DR BREAKDOWN:<br /><br />Product went from:<br /><br />- Thick, meaty, chewy, semi-moist, ropey, treats my dogs chewed for hours, even days<br /><br />to<br /><br />- flat, stringy, sharp-edged, dried-out slabs that look nothing like the previous treats, and my dogs won't touch 'em<br /><br />What happened?<br /><br /> For a pretty good replacement I recommend Butcher's Block ""Grand Royale"" real beef shins for dogs, but do be a wise consumer and price-check, for you might be amazed at the difference between vendors. Also, fyi, they're messier and more . . . livestock-like, but if your dogs loved the old Cadet tendons, they'll probably like the Grand Royale. Mine do. But we miss the easy-peasy big bag of Cadet tendons. :(<br /><br />If they change back, somebody please let me know!!"
133934,B000AYFC72,1.0,"I recieved an email from the FDA stating that Keebler has placed a ""precautionary hold"" on these crackers because of the salmonella outbreak associated with peanut butter. You can look up the info on Keebler's website."
17882,B001EO653M,5.0,"This is probably the best-tasting cocoa I've ever had at home.  A friend gave me a small tin of it years ago as a holiday gift.  We enjoyed every bit of it but had trouble finding more until it turned up on Amazon.  Smells great, tastes great, and is made with real ingredients (not artificial sweeteners and weird chemicals).  Really fantastic stuff.  It's also great in brownies and cakes - adds some spices above and beyond what most people expect.  Tastes like fall, in the best way possible.  Here's a recipe to try:  a few frozen bananas (for chill and body), about a  cup of crunchy peanut butter, about half a cup of almond or regular or soy milk (more milk if you like a thinner shake), a scoop of this cocoa, and blend.  Drink it right away.  Filling, lots of vitamins, and naturally sweet.  I know people who swear by it as their daily breakfast.  Yum!"
239623,B001E6K6B2,2.0,"I am surprised at all the positive reviews on here for such a sugary cereal. I remembered this cereal from my childhood and sought it out for a healthier alternative. My first bite, I couldn't believe how sweet it was. I looked at the box and was astounded. 20 grams of sugar per serving! That's more than kiddie sugary cereals! I now mix it with a cup of yogurt to cut the sweet taste..."
18023,B008ZRKZSM,5.0,"Excellent, mixes well in a protein shake and tastes just like a jar of peanut butter!<br />The only problem with ordering it from Amazon is they have an obvious pricing mistake, I can get this from other websites for $3.99 a jar, even if your an amazon prime member and get free shipping here, you will still save a lot ordering it elsewhere.<br />You can even get it from the manufactures website for much cheaper.<br />I called the company and the suggested retail price is approx. $4.00 per jar."
77517,B004IMYC4Q,4.0,This is the best fried chicken flour one can buy.  If you love southern fried chicken then this is part of the receipt to obtaining it!  It's seasoned just enough to make your own receipt finger licking good.  Enjoy.
253476,B004JRMG98,2.0,"This sauce was not what I expected from a ""Jalapeno"" flavored product. It didn't taste much like jalapenos, instead it tasted like a bad ranch. I was really disappointed with this sauce. I tried just a taste out of the bottle before using it with food and was not impressed. When I added it to my tacos, it felt like I had added a strange tasting ranch to it (no improvement when combined with other taco toppings/seasonings). I threw it in the garbage after a few days. My husband did not like it either and he is usually a fan of jalapeno flavored things as well. Not worth it. Now if they only offered Baja sauce... ;)"
252759,B002CJG13C,2.0,"I search all over for food for the kittehs---I was so pleased to find a new ""flavor'---but was also VERY disappointed when I put it down at feeding time - the first time I fed this---the ""kids"" picked at it--never really cleaned up the plates.  I waited several days and offered it again and all I got were looks of total disgust and tails that flicked as they walked away!!!<br />I guess I won't be ordering this again!"
153430,B001F9QW16,3.0,"Perhaps it's because I fill them too much, but the bags leak liquid from fruits, etc. They seem sturdy but don't hold up to a lot of weight."
127024,B003JA5KDU,1.0,"I'm a big water drinker, and I love using mix-ins for my water. However this simply did not work. Clumpy. Didn't taste good. I struggled to drink it and don't think it's something that I'd be able to recommend. Ugh."
243707,B000SAPXGS,2.0,"I am a big tea fan and, with decent reviews and a great price, thought this would be a great tea.<br /><br />The tea I received was exactly as I expected but my first concern was when I opened it and smelled it.  Sure it smelled like tea but I could not smell any mint.  I've bought the Boston Tea Moroccan Mint before and it has a nice minty smell.<br /><br />Still, I figured once I brewed it I could surely taste it.  Nope.  This just tasted like regular green tea.  So, it gets two stars for actually being / tasting like green tea but it tasted like a sub-par tea without any mint added.  Nothing special.  I guess you get what you pay for.  Back to Boston Tea for me."
253439,B004JRMG98,2.0,"The most distinctive qualities of this sauce are its light green color and creaminess. The sauce has a slightly hot flavor, that is, where the hotness is provided by that most famous of spicey molecules, ""capsaicin."" Capsaicin is what makes peppers naturally not. At any rate, the good folks in Iowa who work tirelessly to put corn and pork on the table, might consider this sauce to be adventuresome or ""out there."" However, folks from the San Francisco Bay area, where practically every block contains a Thai restaurant, a Chinese restaurant, or a Korean restaurant, will find this sauce to be bland or tame. Thus, although the label reads, ""BOLD & CREAMY,"" it cannot be said that the flavor of this product is ""bold."" In view of the fact that the product is called, ""Jalapeno Sauce,"" I would expect to find crunchy bits or slivvers of jalapeno peppers or, if not that, crunchy bits or slivvers of ordinary bell peppers. But there are no crunchy things. There are some tiny specks, perhaps measuring having a length of one millimeter. In addition to the hot flavor of this product, it does seem to have the typical flavor of a pepper (this flavor could be classified as bitter, since the flavor is not sweet and not sour). But in my opinion, this bitter flavor should have been a bit stronger. Food chemists have synthesized the pepper flavor molecule (I am not referring here to capsaicin), and I would have appreciated a product with a bit more of this pepper flavor molecule. Also, I would have liked to see a product that is darker green. The sauce is light green -- there are no jalepenos that are colored light green. Jalepenos are only dark green or red. But now, I think I will be more honest. While this ""sauce"" does have a mild hot flavor, it is notably lacking in any other flavor. The light-green color gives me the creeps."
247487,B000FFLTM8,2.0,I bought this because I got reading all the fantastic 5 star reviews. This stuff is so terrible I couldn't take more than a few bites and threw the rest in the garbage. Now I'm stuck with 5 more soups left that I'll just donate to the homeless.
158134,B0058PEGES,3.0,"I purchased 'Natural Balance 3-Ounce Platefuls Indoor Mackerel and Sardine Formula in Gravy Entree for Cats', but no where was it advertised that the food comes in large square shaped pieces of meat.  I don't know if all their cat food varieties comes in this large square shape or not, but my cats prefer to eat ground meat or meat that comes as a 'pate'.  The Squares of mackerel & sardines are very big and all my cats do is to lick out all the gravy and leave behind most of these squares of food. When you purchase fancy feast cat food, they pretty much tell you what the form of the food is like inside of the can.  So does 9-lives, but unfortunately, 'Natural Balance' did not say this at all.  I recall purchasing mackerel by 'Merrick' as they put in their food actual pieces of 'mackerel' as they come off the fish itself just as 'Petite Cuisine' has flakes of fish in them also.  This my cat loves! But this is not the case with Natural Balance.  It's like the consistency of the meat that you eat when you're eating a 'Gyro'.  I guess my cats are too lazy to chew them, and so I'm stuck with them, as I purchased a case of 24.  I have 3 cats that are indoor cats and one cat that I feed only outdoors because he's feral.<br />Not even my feral cat and his buddy will eat it.  They too just lick out the gravy!<br />Natural Balance is not sold in my neighborhood.  If they were I would have tried out a packet first.  I'm sure that they are a very healthy food, and this food also has a few bits of vegetables in them which my cat did eat since the vegetables appear very small in size.  I was so sure that they were going to be a hit! I'm afraid that I'm a bit disappointed."
151628,B001WRHQRA,3.0,Pumpkin Spice was too weak in the spice flavors for me.  I brewed a second cup and used less water and it wasn't much better.  Will not buy it again.
16594,B001LGGH40,5.0,These are awesome. I liked the fruity soda combination. I enjoyed all the other flavors as well. I think they will be great for summer parties over ice. Very refreshing!
151112,B001Q9EFW8,3.0,"These biscuits are probably better than nothing, and they did seem to clean some of the yellowish gunk off his teeth; after three of these over the span of a weekend, my dog's teeth were noticeably whiter, although spots of tartar and plaque remained in the remoter portions of his teeth.<br /><br />I generally prefer organic dog food with short, simple ingredient lists, and at first was a little concerned when I saw that the  list on these things was half the height of the box. However, spot checking the ingredients shows that most of them (Calcium Pantothenate or Pyridoxine Hydrochloride for example) were just vitamin supplements; a few were harder to decipher, though (Sodium Hexametaphosphate?)  The most common ingredient is wheat, so if your dog has a wheat allergy, avoid these.<br /><br />As to taste, I refrained from trying them myself, but it did seem a bit dryer and more powdery than other treats I feed him; he didn't seem as wildly enthusiastic about them as he is about his organic kibble, but he sure ate every speck, and started noticing when I got the box out. (To be fair, he'd probably eat bark if I put it in a bowl with some kibble and water).<br /><br />Overall, these are probably a good option if you want to do something for your dog's teeth; they're certainly far cheaper than the other dog dental treats I've seen for sale. I don't think they're going to be an adequate substitute for getting your dog's teeth cleaned at the vet, though."
131037,B0002L3BYE,1.0,"What are you supposed to dip into this, bread, toast, chips, all those caloric things? The regular Fluff is delicious and you can eat it by the spoonfuls, and it has few calories. This one, well, I don't know what it is. It tastes horrible. I could not swallow it. I had to spit it out. They won't pay for shipment back, so don't buy it in the first instancce. Whatever positive remarks there are, are probably by the owners or the employees. No human being could possibly like this."
235426,B004SNMG3E,2.0,I expected for this kind of money to have a real natural taste of chocolate. I was disappointed $20 for 4 small pieces which were sweetened so much that it killed all chocolate taste.
152222,B004OVATO8,3.0,"There's a lot to like with these bars. They're a lot healthier than some other bars out there and the company seems to be commited to quality food. In the end though this particular flavor just didn't do it for me. On the go I would likely reach for something that pleased my palate more. If I was intentionally looking for something healthy I would pack some of these away. On quality and composition I would rate them higher, but taste counts for something too..."
17004,B001D6MQCU,5.0,"wow...didn't think an extract brew would taste like that! I got this because it is easy and takes no time. That being true, comparitively to grain brew, this is not it's only draw. You wil not sacrifice taste...color...smell...or the joy of beer."
127713,B001BOVE54,1.0,"I have a 15 year old neutered male domestic short hair and a 15 year old spayed female domestic short hair, who are both overall very healthy and happy. I was excited to put my cats on this food after doing extensive research because it was high in protein, grain-free and had several great reviews. I had them on Innova Senior, but it was a little dry and they didn't really ""love"" the food. However, since starting to feed Wellness CORE a few days ago, my kitties have both had diarrhea every time they use the litterbox. I've owned both cats their entire lives, and they've never had diarrhea before and it's the only thing that's changed in their diet (they also get Wellness wet food at night). Although I already have them on a relatively high protein, low carb diet, I think the even higher level of protein and fat in this food might be too much for their digestive tracts to handle. I have stopped feeding this food and expect the condition to clear up soon."
81682,B001VDXO3K,4.0,"Too much packaging, great product - almost half off what I pay for this in NYC. Arrived promptly.  More words to fill the 20-word quota."
155431,B000GAT6NG,3.0,"Rather bland tasting, although I havent tried to use it in some of the suggested ways. For a cooking oil it probably is OK. But it is expensive, so I don't think I'll buy it again.<br />The shipping was fast and I'll always buy other products from Amazon due to excellent service and prices."
134822,B000BTSMV4,1.0,I never received my order and although I have tried to contact both Pier Mall and Amazon -- I have received no reponse.
17697,B000R32F6M,5.0,"Harney & Sons Paris tea is what first got me hooked on tea, so I thought I would try a couple of their other flavors.  This one is pretty delicious. I'm not sure how, but the vanilla flavor somehow makes the tea taste thicker.  I know that sounds weird, and maybe not super delicious to some of you, but I mean it in a good way. :)  I guess it makes it taste more luxurious...like the consistency of good hot cocoa."
149277,B0019LTJ7O,3.0,"Although I love coconut oil and know of all the benficial ways to use it, this coconut oil tastes too coconutty for me.  I have to agree with other reviewers in that the smell is so strong it almost seems like an artificial scent. I dont mind coconut flavor and scents but this is almost too much.  It almost makes me gag.  I'll be going with Nutiva next time."
136257,B001HTMVUA,1.0,"I grabbed this from the free snacks Kids Korner at Whole Foods. While my one and a half year old ate it because she was hungry for lunch, one bite was too much for me. It was sickeningly sweet. Eight grams of sugar isn't too much, but I'm used the the taste of Kashi granola bars, which don't come near the sweetness of these. Rice Krispy treats made according to the recipe with marshmallows don't even taste as sweet. It didn't taste like fruit but like some bad artificial flavor attempting to mimic fruit but falling way short. I'm sorry to be writing such a strong reaction, but this product was just yucky tasting. I don't plan on ever trying anything else from this brand. I'll stick with Kashi."
157121,B002TMV3GC,3.0,"For my taste, it is mild coffee: I needed to use two tablespoonfuls per 8 oz cup instead of two teaspoonfuls per 6 oz cup as recommended on the label.  Aroma is not strong either. Hazelnut flavor is a question of personal taste but I prefer it and creme brûl&eacute;e  with desert. It is very finely ground coffee and may not work with all filter less coffee makers.<br /><br />Conclusion - just an average mild coffee, nothing extraordinary."
18019,B008ZRKZSM,5.0,I added two tablespoons of it to my chocolate protein and vanilla soy milk with a few slices of bananna.  It was delicious.  Tasted just like my smoothies with regular peanut butter. It cut out 160 calories and 14.8 grams of fat.
80290,B004342XH2,4.0,"I've tried a couple different Hot Chocolate K-cups and so far I think we like this one the best.  We love having it around so we can give the kids hot chocolate, or just curl up as the weather gets cooler and make a cup ourselves.  It's chocolatey but if it tastes too watered down like some suggest, then just set your settings to a smaller cup size.<br /><br />For us, it's just right!  Creamy, chocolatey, warm and delicious!  Give it a try if you like K-cups and hot chocolate!  Why not?  There are great k-cups coming up for the winter months, and this one is definitely going to stay stocked throughout the winter.  YUM!"
17932,B008ZRKZSM,5.0,"Love, love this item.  I bought the regular and chocolate and enjoy them both.  I mix mine equal parts powder a<br />& water and it is perfect on crackers, as a dipper or just off the spoon for a quick protein rich, low fat snack.<br /><br />I have also used it in protein shakes and diped raw apple and pear slices right into the powder too!<br /><br />Yum.<br />Try it!"
249624,B001LGGH54,2.0,"I reviewed a different flavour- the Kiwi Berry, which was pretty nasty. This Watermelon Strawberry faired a bit better. It wasn't cavity sweet, but it wasn't entirely pleasant either. I actually managed to finish the can. It is slightly carbonated, not nearly as much as regular soda, so I didn't mind it, and has 100% Vitamin C which is good. I'm not sure if I would recommend this product, or this line of products. Even those who like soda may not like something like this because of the false sweetness factor and those who live on water may not appreciate this new type of drink either-I certainly don't. I certainly don't think the price is worth it. Not even close."
254552,B000R923TU,2.0,Most of the cans inside the box were badly damaged. Will be very hard to open them. This is very disappointing since I signed up to receive this product as a subscriber.
16908,B001LGGH40,5.0,"Right off the bat, know that Switch isn't your traditional soda. There's no added sugar, no corn syrup, and no preservatives. It's carbonated but is all natural and is 100% juice. So while it's just juice (with Vitamin C, by the way), it still has that poppy bite to it because of the carbonation.<br /><br />I had this with chips and it wasn't a great combination, so I had the drink by itself and it was much, much better. The kiwi berry flavor is pretty sweet (as kiwis and strawberries are), so I would probably recommend drinking this with a pastry or something like that. A fruity danish would be perfect. Pairing sweet to sweet is key.<br /><br />I'm really pleased with this flavor, so I will surely look into the other flavors available, most likely the <a href=""http://www.amazon.com/gp/product/B001LGGH54"">watermelon strawberry</a> since I'll probably get a similar taste. Oh, and the can is cool too - it's like an energy drink can and thin for easy handling."
81697,B001VDXO3K,4.0,"I signed up for the subscription hoping the bad reviews were just flukes on the shipping.  The taste is great as always, but one of my boxes was damaged in shipping and leaked all over my laundry room.  I should have contacted the retailer to get it replaced but I just mopped up the mess and made a mental note to cancel my subscription and order a smaller size.  I do wish they would address the shipping/packing problem as it has been mentioned more than once on this site.  Whomever is making the executive decisions for their packing and shipping needs to come up with a better plan or more customers will go elsewhere!"
124875,B005BHIESC,1.0,"Vita coco is usually great and I like most flovors(mango, tangerine, etc). This one is gross and there is added sugar"
152821,B000FDMLVI,3.0,"This was ok, but not as tasty as other bread mixes I've used in the past. I'll try the honey wheat next."
160363,B005UNRHVW,3.0,I could not taste the alcohol flavores int this as they wer too blended with the chocolate. The flavors all tasted about the same.
80301,B0080YLBTM,4.0,These were combine shipped with Spanish moss that I also ordered.<br /><br />Just got these. I can't tell if they're alive yet.<br /><br />Will update later...
79519,B003TNANSO,4.0,"KIND makes a good variety of these raw food bars. The Almond, Walnut, and Macadamia are very good and can be addictive. Nice crunch, good protein. Great snack that's easy to enjoy!"
124694,B007JTC4Q8,1.0,"I could not tell from the packaging if I got dacaf coffee.<br />Very, very confusing.<br />Still do not know if I am drinking decaf coffee."
161035,B003OGKCDC,3.0,the coconut oil work great for the recipes i did with it.<br />It works well on anything you like cocnut on.
76794,B0049ULB78,4.0,"Dark Magic is a good cup of coffee, a little bitter, but good and strong, for anytime of the day."
80920,B0029JW9JU,4.0,"It's definitely good on pizza. My advice is to slice thin, as thin as you can make it. This pepperoni is GREASY!"
79760,B001IZM92S,4.0,"These apples are true to how they're advertised and what I expected from the other reviews I read. They are pretty crispy and easy to eat. I personally like the flavor and texture of slightly-chewy dried apples better, so 2 pounds is a lot for me to get through. If you prefer crispy dried apples through, these are for you. I understand what another reviewer meant by a ""musty"" flavor in some of the chips; it makes them a little less appealing though not inedible and I think it's just the nature of the product."
164819,B000VA3YVG,3.0,"O.K., I'm a snack addict and decided it was time to check out some healthier foods. After reading the reviews on this product I decided to try them.I thought at first,  what a waste of money ! They were bland and just tasted like freeze dried french fries. I tried them again....thinking of the money I had spent. Hmmm, not bad. They started to appeal to me. I eat them in lieu of potato chips with my sandwich and before I know it, they are gone! Eating healthy is a priority for me and these help."
126124,B000XQ5HDQ,1.0,"Just letting ya know that I bought a pack of these before..they were perfectly fine..this time? no. They were moldy, so I just threw them out, what a waste of money!!"
251310,B001EO5YFC,2.0,"Like the idea of getting some samples, but once you refrig these it is tough to get the sauce out of the small bottles.  Do not buy.<br /><br />I should add - a few came broken during shipping. I was not upset. But the refrig directions make them un-useable. I have yet to pull them out or open the others since."
76001,B000FKQDAQ,4.0,"I often have gagging and coughing fits and I use candy to stop them. When I was using sugared candy, they caused my teeth to hurt. Not only are these better for your teeth, they taste better than the sugared candy. The only reason I gave it 4 stars instead of 5, is because I think the price is pretty steepl."
254038,B000JZ3576,2.0,"This product was ordered for a friends's kids, and I tried it just to see what it was like.  The product was stale - even the kids noticed without my saying anything.  However, it would have been more trouble to send it back, so they kept it.  It seems as if it may not have been stored properly - they appeared to be melted and then re-hardened to the shape of the foil wrapper.<br /><br />Won't order this product (or anything similar) online again."
16967,B000ME2QA6,5.0,"I cannot get over how much my shy kitty takes to kitty kaviar.  It has to be a staple in her diet.  She just adores, wants, obsesses the stuff."
17974,B008ZRKZSM,5.0,"This product is awesome! I decided to buy from Amazon instead of the manufacturer because I wanted to try one jar before buying 4. It is a really good PB Substitute. It doesn't have the exact same texture as peanut butter, but it is almost like a whipped peanut butter. It is delicious!"
126109,B0001WOLMU,1.0,"all vanilla powders are not the same, thought i could get away with it, but never will get this again, disappointing taste and a bit grainy too"
135911,B001ULIGFE,1.0,"I bought a can of this soup from Wholefoods because I had a coupon. The consistency was gelatinous, the flavor was bland and salty. It tasted like a bowl of potato gravy. And as the other reviewer mentioned, there were hardly any potatoes in it. I counted maybe 2 chunks."
152827,B000FDMLVI,3.0,"howdy y'all,<br /><br />this bread smells like what i was expecting to smell while baking. the other breads haven't had that ""bakery"" scent while this one certainly does!<br /><br />made it with olive oil and with vegetable oil - the olive oil version is noticeably tastier.<br /><br />rated a THREE since it is exactly as expected. easy, tasty and predictable.<br /><br />take care,<br />lee"
165869,B0045TJP3A,3.0,"This reduced fat peanut butter taste good, but probably because its so high in sugar.  I didn't realize the high sugar content and high fructose corn syrup until I received it.  I also ordered some sunland natural peanut butter that contains sugar but no high fructose corn syrup.  In the future I'll avoid the high fructose corn syrup and hydrogenated oils too which this product contains both."
255430,B00012POZI,2.0,Can't taste the flavors. The coffee is OK if you like black coffee. I wanted the distinct taste and aroma of chocolate and cherry. This coffee doesn't have it.
79059,B001EPPIT8,4.0,"I like the flavor of this salmon jerky.  Unfortunately, it's not quite affordable in these little bags.  I wish they sold a larger bags at a discounted price!"
134866,B000H21VRM,1.0,There was a lack of information about this product shows a picture that contains a variety of candy. There was one candy I saw that I wanted the box set for. It was the BUG CITIES!!!! It shows that it has them but it does not. Do not be fooled.
17747,B000Z978SS,5.0,"its a good sweetner i mixed it with one pound of stevia, half an half works good. alot cheaper, real good deal, thank you<br /><br />  larry"
82435,B000F34KOE,4.0,Good wing sauce had a bbq and everyone one ate the drum sticks right up. Best of all the sauce says its Medium and tastes even milder to me. More of a buttery flavor base. I get heart burn really bad and am not a big fan of super spicy sauces. So this was right up my alley and made everyone happy. Try it out good quality product.
156984,B001GINOQC,3.0,"I love nuts and almonds among my favorites. When I saw the description of Sahale almonds I was so excited to try it. All the ingredients looked just delicious so I've got a subscription on it. Unfortunately now, when I got my first batch of them and tried, I have to cancel it. Every time I eat them I have a heartburn. Not sure what exactly causes it because I'm fine with pure almonds, sea salt (at least with the one I have at home), honey, cranberries, no known food allergies. It might be salt/nuts/cranberries combination that causes it, not sure."
130758,B000Z8R63G,1.0,this product was unacceptable.  The chocolate was all bloomed.  They tasted awful. I had to throw them away.I should have known better than to buy something other than Joyva.
79669,B001YIY3UA,4.0,"Great product , got it free with a vitamin order.  Dogs love-em, really cleans their teeth but does nothing for their breath, Still stinks"
237943,B00018CWN4,2.0,"Got this flour in a timely manner.  I had bought it for Alton Brown's Super Apple Pie.  Shipping cost more than double the price of the flour and since I have found this flour at my local farmer's market for $2.00.  It was an expensive mistake.  I made the pie, the dough was tough.  I'm sure to my inexpierence than the flour.  The tapioca flour was fine, but shipping costly."
123723,B004L6DIA8,1.0,I recently returned from Easter Europe where Elder Flower drinks are very common.  This syrup has nothing to do with Elder Flower.  It is an artificially flavored sugar syrup. Yuck..
127132,B0028AF5O6,1.0,"I gave 1 star because I can't go lower!!!<br /><br />I've gone through many different brands of peanut butter over the years, and this one is by far the worst I've ever encountered.  The entire jar was a liquid mess that only by its color did it resemble peanut butter.<br />It wasn't a situation of separation but the entire jar was the consistency of a pudding.<br /><br />I, unfortunately, bought 4 jars of this repellent product and now don't know what to do with it.<br /><br />Avoid them if you can."
17148,B003VVL8NS,5.0,"The last place I bought a Bonomo's Turkish Taffy bar was at a 7-11 convenience store in Orlando, FL. It was 1974 and I was 14 years old. Devastating, I know!<br /><br />As a military brat, service member and spouse, I have looked for genuine Turkish Taffy in nearly every corner of the earth only to discover that the recipe had been sold and then shelved without a single batch being made. I've made several attempts along the way to find something similar but all fell way short of satisfying. Plain salt-water taffy was okay but it was always too soft and airy. Then there was Doscher's French Chew taffy bar that purportedly is as close to Turkish Taffy as it gets. All I can say is, ""ICK!""<br /><br />Now, before we get to the bottom line here you need to know that unlike so many others folks, cracking a Bonomo's was not necessarily an option in FL unless you took it home and stuck it in the fridge for a while (longer than the recommended five minutes). I suppose that might work if you lived next door to the 7-11 but who could wait that long? So, before leaving the store, I would already be peeling back the wrapper on my taffy bar and sinking my teeth in only to find that my teeth would be locked shut in the thick gooey taffy. Mmmm - Heaven!<br /><br />Back in the present, I finally received my box of Bonomo's Vanilla Taffy today - the ONLY flavor worth sinking my teeth into. Unfortunately, there was no way I'd be able to do so. Living in the Blue Ridge Mountains in NC, my taffy had apparently been sitting on a truck stuck in the snow for several days before they finally were able to make it up to our house. To my great disappointment the first bar out of the box was already cracked. I had no choice but to rip open the wrapper like the 14 year old I wish I still were and slip the very first cracked piece ever into my mouth with much anticipation.<br /><br />I was not disappointed!<br /><br />It's funny how the taste of certain foods remain with you, no matter how long it's been since you last had them. Like the original Liege Belgian waffles we used to get in the market a few blocks from our home in Brussels when I was eight years old. I returned to Brussels and that market several times in the late nineties and sure enough - those waffles were just as sweet, sticky with syrup from the partially dissolved ""perle"" sugar.<br /><br />And so it is with the new Bonomo's vanilla flavored Turkish Taffy. Thirty six years later and still, unmistakably genuine Bonomo's Turkish Taffy. Now to find a way to soften it just enough to get my teeth stuck in it again.<br /><br />I am now contemplating whether I should buy several cases of this stuff - enough to last 36 years perhaps. You know, just in case they stop making it again."
136356,B006Q820X0,1.0,the k cup of brooklyn coffee may be a little taller? I don't know why but won't work in Keurig machine...what a mess<br />DON'T BUY THIS SAVE YOUR MONEY db
124480,B000LKUYGE,1.0,"I don't like anything about this bar. It does not have rich chocolate taste I was hoping for and the sugar content is way too high. I'm used to a minimum of 85% cocoa content, but was looking for other bars with nuts. This bar does not have the crunchiness you would expect of such product. Going back to my smooth, rich, dark chocolate bars. BTW, the bulk is too expensive on amazon; it's cheaper to buy from walmart or your local grocery store."
